,id,rating,time,price,sqmeter_price,address,subway,rooms,minutes_to_subway,total_area,balcony,type_of_renovation,type_of_house,link,cur_floor,cnt_floors,shown
10,11,203.66805909207045,2022-08-02,8999999,209302,"Санкт-Петербург, Краснопутиловская ул., 72",Московская,2,30,43.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_432m_25et._2489841300,2,5,
11,12,198.87567052124075,2022-08-02,7500000,174418,"Санкт-Петербург, пр-т Космонавтов, 30к4",Парк Победы,2,30,43.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_437m_25et._2451622689,2,5,
12,13,166.39793709192475,2022-08-02,7200000,171428,"Санкт-Петербург, Дачный пр-т, 13",Проспект Ветеранов,2,10,42.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_425m_612et._2459783963,6,12,
13,14,119.84465929203624,2022-08-02,9670000,182452,"Санкт-Петербург, Пейзажная ул., 18к2",Гражданский проспект,2,31,53.0,нет,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_118et._2426101455,1,18,
14,15,148.08596229913408,2022-08-02,9200000,184000,"Санкт-Петербург, пр-т Культуры, 25к4",Гражданский проспект,2,31,50.0,балкон,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_502m_1317et._2411210515,13,17,
15,16,193.29504393597648,2022-08-02,9350000,155833,"Санкт-Петербург, пр-т Славы, 30к1",Проспект Славы,3,10,60.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_29et._2405927947,2,9,
16,17,153.83729863487363,2022-08-02,9400000,142424,"Санкт-Петербург, Будапештская ул., 9к1",Международная,3,10,66.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_66m_79et._2351756075,7,9,
17,18,156.03789371372153,2022-08-02,8700000,135937,"Санкт-Петербург, ул. Генерала Симоняка, 15",Проспект Ветеранов,3,31,64.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_64m_69et._2469609388,6,9,
18,19,142.2139140714449,2022-08-02,7200000,163636,"Санкт-Петербург, ул. Стойкости, 18к1",Проспект Ветеранов,2,31,44.0,"балкон, лоджия",косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_19et._2316463623,1,9,
19,20,205.68262233851243,2022-08-02,7300000,165909,"Санкт-Петербург, Будапештская ул., 19к3",Международная,2,15,44.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_448m_45et._2117594996,4,5,
20,21,183.8969195216822,2022-08-02,8590000,175306,"Санкт-Петербург, пр-т Энергетиков, 30к1",Ладожская,2,31,49.0,балкон,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_495m_39et._2497918865,3,9,
21,22,173.77466773498094,2022-08-02,9700000,186538,"Санкт-Петербург, Прибрежная ул., 1",Рыбацкое,2,15,52.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_521m_612et._2484067922,6,12,
22,23,204.74378731180488,2022-08-02,6790000,154318,"Санкт-Петербург, ул. Маршала Казакова, 1к2",Автово,2,20,44.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_712et._2367533721,7,12,
23,24,204.74378731180488,2022-08-02,6790000,154318,"Санкт-Петербург, ул. Маршала Казакова, 1к2",Автово,2,20,44.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_712et._2367533721,7,12,
24,25,133.21729749651269,2022-08-02,6990000,148723,"Санкт-Петербург, Пискарёвский пр-т, 56к1",Академическая,2,31,47.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_47m_15et._2336406346,1,5,
25,26,181.6678385761221,2022-08-02,6650000,147777,"Санкт-Петербург, пр-т Большевиков, 49к1",Улица Дыбенко,2,30,45.0,нет,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_456m_25et._2490712307,2,5,
26,27,186.7263242377179,2022-08-02,8900000,128985,"Санкт-Петербург, ул. Сикейроса, 12",Озерки,2,15,69.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_69m_910et._2480989503,9,10,
27,28,153.30764312281218,2022-08-02,7500000,150000,"Санкт-Петербург, Пискарёвский пр-т, 40",Академическая,2,31,50.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_89et._2504732718,8,9,
28,29,156.42251895724868,2022-08-02,8100000,144642,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Первомайская ул., 3",Купчино,2,31,56.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_563m_814et._2467114742,8,14,
29,30,175.86173251454306,2022-08-02,9800000,125641,"Санкт-Петербург, пос. Парголово, ул. Михаила Дудина, 25к2",Парнас,3,10,78.0,нет,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_785m_1626et._2470131725,16,26,
30,31,146.77444423564282,2022-08-02,6200000,140909,"Санкт-Петербург, Кубинская ул., 30",Парк Победы,2,30,44.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_15et._2469032516,1,5,
31,32,168.5144040115793,2022-08-02,7500000,166666,"Санкт-Петербург, Краснопутиловская ул., 93",Московская,2,20,45.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2515638462,1,5,
32,33,234.6143302840907,2022-08-02,9599000,174527,"Санкт-Петербург, ул. Орджоникидзе, 15",Московская,3,15,55.0,нет,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_557m_35et._2387971053,3,5,
33,34,234.89973045907763,2022-08-02,8000000,166666,"Санкт-Петербург, пр-т Обуховской Обороны, 71",Елизаровская,2,10,48.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_48m_34et._2486502129,3,4,
34,35,133.5937544397106,2022-08-02,9100000,131884,"Санкт-Петербург, Пушкинский р-н, пос. Шушары, Первомайская ул., 16",Купчино,2,31,69.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_69m_1624et._2495504764,16,24,
35,36,189.65557767776681,2022-08-02,8150000,145535,"Санкт-Петербург, пр-т Энергетиков, 28к5",Ладожская,3,31,56.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_35et._2417010466,3,5,
36,37,211.5362550465777,2022-08-02,7377000,163933,"Санкт-Петербург, Северный пр-т, 63к3",Академическая,2,20,45.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_25et._2520798048,2,5,
37,38,198.0231068723634,2022-08-02,9900000,159677,"Санкт-Петербург, ул. Дыбенко, 18к1",Улица Дыбенко,3,15,62.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_629m_39et._2459670294,3,9,
38,39,168.48428176456864,2022-08-02,8400000,144827,"Санкт-Петербург, Софийская ул., 29к2",Международная,2,20,58.0,"балкон, лоджия",требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_79et._2438050795,7,9,
39,40,164.5534727428557,2022-08-02,10000000,172413,"Санкт-Петербург, пр-т Юрия Гагарина, 11",Парк Победы,3,20,58.0,балкон,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_587m_14et._2359531690,1,4,
40,41,169.36831190604363,2022-08-02,6100000,135555,"Санкт-Петербург, ул. Бабушкина, 115к2",Пролетарская,2,15,45.0,нет,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_458m_15et._2394581698,1,5,
41,42,134.12612197000098,2022-08-02,9490000,172545,"Санкт-Петербург, ул. Дыбенко, 24к2",Улица Дыбенко,3,5,55.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_553m_15et._2493538737,1,5,
42,43,231.1168915051357,2022-08-02,8950000,179000,"Санкт-Петербург, Железноводская ул., 46",Приморская,2,10,50.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505m_35et._2498589950,3,5,
43,44,177.12724742261352,2022-08-02,9900000,152307,"Санкт-Петербург, пос. Парголово, ул. Михаила Дудина, 25к1",Парнас,2,10,65.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_65m_225et._2436913136,2,25,
44,45,160.9718886384584,2022-08-02,8500000,146551,"Санкт-Петербург, Софийская ул., 37к1",Международная,3,20,58.0,балкон,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_588m_69et._2493209824,6,9,
45,46,145.16171785187092,2022-08-02,8650000,120138,"Санкт-Петербург, Октябрьская наб., 124",Обухово,3,31,72.0,нет,дизайнерский,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_72m_19et._2495951443,1,9,
46,47,211.71745497086977,2022-08-02,6800000,161904,"Санкт-Петербург, пр-т Народного Ополчения, 105",Проспект Ветеранов,2,15,42.0,нет,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_35et._2495429348,3,5,
47,48,110.95287257301544,2022-08-02,10000000,192307,"Санкт-Петербург, территория Усть-Славянка, Советский пр-т, 41к1",Рыбацкое,2,30,52.0,лоджия,неизвестно,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_526m_1524et._2493664086,15,24,
48,49,152.4222562418156,2022-08-02,7900000,154901,"Санкт-Петербург, Ленинский пр-т, 75к2",Проспект Ветеранов,2,31,51.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_316et._1896207304,3,16,
49,50,174.43143400956737,2022-08-02,6100000,132608,"Санкт-Петербург, пр-т Большевиков, 51",Улица Дыбенко,2,30,46.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_35et._2429358454,3,5,
50,51,190.11836470172932,2022-08-02,7700000,130508,"Санкт-Петербург, Будапештская ул., 5к1",Международная,3,15,59.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_597m_69et._2473121857,6,9,
51,52,124.4408924864731,2022-08-02,7800000,136842,"Санкт-Петербург, Чарушинская ул., 2",Гражданский проспект,2,31,57.0,лоджия,неизвестно,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_57m_925et._2493145089,9,25,
52,53,129.3039467563359,2022-08-02,9200000,153333,"Санкт-Петербург, Муринская дорога, 74к1",Девяткино,2,30,60.0,лоджия,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_915et._2515060440,9,15,
53,54,182.21662220615286,2022-08-02,7300000,169767,"Санкт-Петербург, Искровский пр-т, 26",Улица Дыбенко,2,15,43.0,балкон,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_439m_49et._2493655716,4,9,
54,55,170.05267395781766,2022-08-02,7800000,156000,"Санкт-Петербург, ул. Дыбенко, 18к1",Улица Дыбенко,2,15,50.0,лоджия,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_501m_79et._2172929275,7,9,
55,56,125.01272561865059,2022-08-02,8150000,129365,"Санкт-Петербург, пос. Парголово, ул. Архитектора Белова, 6к3",Парнас,2,15,63.0,нет,требует ремонта,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_633m_1127et._2459170881,11,27,
56,57,157.51142514785698,2022-08-02,6000000,136363,"Санкт-Петербург, ул. Черкасова, 9",Гражданский проспект,2,20,44.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_445m_15et._2508017728,1,5,
57,58,148.77140824761162,2022-08-02,7900000,133898,"Санкт-Петербург, ул. Коммуны, 48",Ладожская,3,31,59.0,лоджия,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_79et._2364899547,7,9,
58,59,219.4875768482466,2022-08-02,8600000,286666,"Санкт-Петербург, Серпуховская ул., 31",Технологический ин-т I,2,10,30.0,нет,неизвестно,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_306m_34et._2365438188,3,4,
59,60,206.33027000584354,2022-08-02,7500000,150000,"Санкт-Петербург, Институтский пр-т, 4к1",Площадь Мужества,2,20,50.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_509m_45et._2508237115,4,5,
60,61,164.01717654550603,2022-08-02,9500000,190000,"Санкт-Петербург, пр-т Большевиков, 5",Проспект Большевиков,2,10,50.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_507m_59et._2461150340,5,9,
61,62,140.4254478222895,2022-08-02,9000000,150000,"Санкт-Петербург, пр-т Энтузиастов, 47к1",Ладожская,3,31,60.0,балкон,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_60m_69et._2429128825,6,9,
62,63,160.39512279188946,2022-08-02,6300000,140000,"Санкт-Петербург, Новоизмайловский пр-т, 32к2",Парк Победы,2,20,45.0,нет,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451m_15et._2333757279,1,5,
63,64,177.20664604419193,2022-08-02,9100000,140000,"Санкт-Петербург, ул. Подвойского, 28к1",Улица Дыбенко,3,15,65.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_651m_49et._2385259972,4,9,
64,65,164.84686450321465,2022-08-02,6400000,152380,"Санкт-Петербург, пр-т Мечникова, 10",Площадь Мужества,2,31,42.0,балкон,неизвестно,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_421m_57et._2493075767,5,7,
65,66,194.29356170814225,2022-08-02,8900000,150847,"Санкт-Петербург, Гражданский пр-т, 123к1",Гражданский проспект,3,10,59.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_598m_69et._2379197092,6,9,
66,67,150.3613175136144,2022-08-02,9950000,165833,"Санкт-Петербург, территория Усть-Славянка, Советский пр-т, 16",Рыбацкое,2,30,60.0,лоджия,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_60m_2029et._2421417564,20,29,
67,68,140.16990266308463,2022-08-02,7500000,138888,"Санкт-Петербург, пр-т Косыгина, 30к2",Проспект Большевиков,2,31,54.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_545m_1016et._2307315080,10,16,
68,69,189.77808906381648,2022-08-02,10000000,185185,"Санкт-Петербург, пр-т Солидарности, 25к3",Улица Дыбенко,2,15,54.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54m_414et._2384545294,4,14,
69,70,133.39983733515254,2022-08-02,9000000,155172,"Санкт-Петербург, пр-т Маршака, 2к1",Девяткино,2,30,58.0,балкон,дизайнерский,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_58m_1118et._2412928218,11,18,
70,71,145.36218486702586,2022-08-02,8000000,156862,"Санкт-Петербург, пр-т Наставников, 26к1",Ладожская,2,31,51.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_51m_1014et._2479151672,10,14,
71,72,180.83650920015702,2022-08-02,6000000,133333,"Санкт-Петербург, Тимуровская ул., 10к3",Гражданский проспект,2,30,45.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_45et._2478752109,4,5,
72,73,200.38236353828174,2022-08-02,8000000,135593,"Санкт-Петербург, ул. Карпинского, 26",Академическая,3,30,59.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_596m_35et._2467727656,3,5,
73,74,146.10092575428567,2022-08-02,9300000,147619,"Санкт-Петербург, пр-т Художников, 33к1",Проспект Просвещения,3,30,63.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_63m_69et._2449292316,6,9,
74,75,192.18404061949624,2022-08-02,7950000,176666,"Санкт-Петербург, ул. Карбышева, 4к1",Площадь Мужества,2,15,45.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_79et._2449079839,7,9,
75,76,229.08332683135194,2022-08-02,6800000,147826,"Санкт-Петербург, Ново-Александровская ул., 11",Пролетарская,2,10,46.0,нет,дизайнерский,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46m_25et._2449484325,2,5,
76,77,187.8619648135663,2022-08-02,7400000,125423,"Санкт-Петербург, Авангардная ул., 11",Проспект Ветеранов,3,31,59.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_35et._2517370905,3,5,
77,78,152.59312162581813,2022-08-02,6900000,156818,"Санкт-Петербург, ул. Дыбенко, 11к1",Улица Дыбенко,2,20,44.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_89et._2489734699,8,9,
78,79,204.7958278501841,2022-08-02,7875000,178977,"Санкт-Петербург, Народная ул., 39",Ломоносовская,2,30,44.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_25et._2457607170,2,5,
79,80,165.19963272798404,2022-08-02,8600000,153571,"Санкт-Петербург, пр-т Тореза, 40к6",Площадь Мужества,3,20,56.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_56m_15et._2468779276,1,5,
80,81,226.35704718566197,2022-08-02,8900000,148333,"Санкт-Петербург, Северный пр-т, 6к1",Озерки,3,15,60.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_609m_39et._2459137526,3,9,
81,82,175.33784250007596,2022-08-02,9700000,170175,"Санкт-Петербург, Диагональная ул., 10",Лесная,3,10,57.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_57m_16et._2491609356,1,6,
82,83,164.79736118707567,2022-08-02,7420000,164888,"Санкт-Петербург, пр-т Космонавтов, 30к4",Парк Победы,2,30,45.0,нет,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45m_15et._2462516220,1,5,
83,84,156.05057069173694,2022-08-02,9190000,167090,"Санкт-Петербург, ул. Коллонтай, 47к2литО",Проспект Большевиков,2,30,55.0,лоджия,евро,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_554m_1116et._2332858594,11,16,
84,85,236.03362950553137,2022-08-02,8600000,150877,"Санкт-Петербург, Благодатная ул., 35",Электросила,3,10,57.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_572m_35et._2361812734,3,5,
85,86,183.44733785354262,2022-08-02,6400000,152380,"Санкт-Петербург, 2-й Рабфаковский пер., 7к2",Обухово,2,15,42.0,нет,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_15et._2419045544,1,5,
86,87,202.54827446111238,2022-08-02,9999999,227272,"Санкт-Петербург, Краснопутиловская ул., 52",Московская,2,30,44.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_35et._2403763995,3,5,
87,88,128.24845144130677,2022-08-02,8190000,170625,"Санкт-Петербург, Ленская ул., 19к2В",Проспект Большевиков,2,31,48.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_48m_712et._2366196293,7,12,
88,89,181.24091088906624,2022-08-02,9800000,184905,"Санкт-Петербург, ул. Ярослава Гашека, 13к1",Дунайская,2,20,53.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_53m_29et._2418183926,2,9,
89,90,209.30146882669456,23-июля-в-23:46,8750000,148305,"Санкт-Петербург, аллея Поликарпова, 3к1",Пионерская,3,10,59.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_59m_912et._2464710651,9,12,
90,91,143.96162454627233,23-июля-в-23:46,9500000,197916,"Санкт-Петербург, пр-т Маршала Блюхера, 42",Академическая,2,31,48.0,балкон,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_488m_1112et._2368051824,11,12,
91,92,132.37126981175982,23-июля-в-22:38,10000000,151515,"Санкт-Петербург, Парашютная ул., 58",Комендантский проспект,2,31,66.0,лоджия,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_66m_1221et._2456858546,12,21,
92,93,205.2080957822414,23-июля-в-22:16,9270000,178269,"Санкт-Петербург, 2-й Муринский пр-т, 30",Площадь Мужества,2,15,52.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_527m_35et._2396809308,3,5,
93,94,179.42467889296648,23-июля-в-22:16,7500000,129310,"Санкт-Петербург, ул. Партизана Германа, 28",Проспект Ветеранов,3,31,58.0,балкон,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_588m_45et._2403731383,4,5,
94,95,163.00410657235562,23-июля-в-22:09,7300000,165909,"Санкт-Петербург, ул. Ушинского, 7к1",Гражданский проспект,2,15,44.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443m_15et._2461942669,1,5,
95,96,210.41479384057487,23-июля-в-22:03,8400000,168000,"Санкт-Петербург, Народная ул., 2",Ломоносовская,2,15,50.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_79et._2391384481,7,9,
96,97,195.66180811333624,23-июля-в-21:19,6000000,136363,"Санкт-Петербург, Крюкова ул., 13",Ладожская,2,31,44.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_35et._2483001171,3,5,
97,98,172.61827414959535,23-июля-в-20:01,10000000,185185,"Санкт-Петербург, ул. Белы Куна, 15к1",Международная,3,15,54.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_545m_59et._2490372545,5,9,
98,99,163.29882041342165,23-июля-в-20:01,9400000,200000,"Санкт-Петербург, пос. Парголово, ул. Архитектора Белова, 9с1",Парнас,2,20,47.0,балкон,евро,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_474m_1727et._2490478833,17,27,
99,100,200.0779343454095,23-июля-в-19:51,8900000,156140,"Санкт-Петербург, пр-т Луначарского, 62к1",Озерки,3,20,57.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_579m_79et._2310893910,7,9,
100,101,173.4844160899819,23-июля-в-19:48,7800000,130000,"Санкт-Петербург, ул. Руднева, 28к1",Проспект Просвещения,3,31,60.0,лоджия,косметический,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_605m_89et._2407528918,8,9,
101,102,202.8431061430143,23-июля-в-19:43,7700000,171111,"Санкт-Петербург, Будапештская ул., 17к1",Международная,2,10,45.0,балкон,требует ремонта,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_457m_35et._2429791652,3,5,
102,103,219.92928985405996,23-июля-в-19:10,7990000,181590,"Санкт-Петербург, Омская ул., 10",Пионерская,2,20,44.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446m_25et._2362675006,2,5,
103,104,179.64312102630115,23-июля-в-18:52,8999000,149983,"Санкт-Петербург, пр-т Маршала Жукова, 28к3",Автово,3,30,60.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_602m_69et._2440962516,6,9,
104,105,175.64335674950874,23-июля-в-18:50,9490000,141641,"Санкт-Петербург, Ленинский пр-т, 114",Проспект Ветеранов,2,20,67.0,балкон,косметический,монолитно-кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_67m_425et._2492535901,4,25,
105,106,159.4186402206284,23-июля-в-18:25,7800000,156000,"Санкт-Петербург, пр-т Просвещения, 69",Гражданский проспект,2,20,50.0,балкон,косметический,монолитный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50m_810et._2495471160,8,10,
106,107,206.06952969701788,23-июля-в-18:18,7500000,192307,"Санкт-Петербург, Серпуховская ул., 23",Технологический ин-т I,2,10,39.0,нет,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_399m_45et._2504395632,4,5,
107,108,221.4511238515612,23-июля-в-17:39,8150000,194047,"Санкт-Петербург, ул. Орджоникидзе, 10",Московская,2,10,42.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_42m_25et._2362687621,2,5,
108,109,197.17720098803102,23-июля-в-17:34,6690000,163170,"Санкт-Петербург, б-р Новаторов, 64",Ленинский проспект,2,15,41.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_417m_49et._2478970843,4,9,
109,110,142.46159073658578,23-июля-в-17:31,8350000,189772,"Санкт-Петербург, Белградская ул., 32",Проспект Славы,2,30,44.0,лоджия,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_44m_19et._2430617137,1,9,
110,111,176.09885502988254,23-июля-в-17:29,9300000,175471,"Санкт-Петербург, ул. Веденеева, 4",Политехническая,2,30,53.0,лоджия,косметический,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535m_412et._2445239274,4,12,
111,112,156.1877858677679,23-июля-в-17:27,7480000,162608,"Санкт-Петербург, ул. Софьи Ковалевской, 18",Академическая,2,20,46.0,нет,косметический,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_463m_79et._2498059185,7,9,
112,113,218.98170817313087,23-июля-в-17:25,8700000,202325,"Санкт-Петербург, Наличная ул., 37к2",Приморская,2,15,43.0,балкон,требует ремонта,кирпичный,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_438m_35et._2436969390,3,5,
113,114,237.57117607809022,23-июля-в-17:10,9000000,163636,"Санкт-Петербург, Варшавская ул., 37к2",Парк Победы,3,15,55.0,балкон,евро,панельный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_55m_35et._2481725681,3,5,
114,115,220.74374954642104,23-июля-в-17:07,7600000,133333,"Санкт-Петербург, пр-т Луначарского, 56к1",Проспект Просвещения,3,15,57.0,лоджия,требует ремонта,блочный,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_57m_39et._2442779811,3,9,
